Methods	Samples	Features	Effect size	Date types	Evaluation
edgeR	200	1000	1	abundant	FPR
ALDEx2_wi	200	1000	1	abundant	FPR
fastANCOM	200	1000	1	abundant	FPR
DACOMP	200	1000	1	abundant	FPR
ZicoSeq	200	1000	1	abundant	FPR
limma_voom	200	1000	1	abundant	FPR
DESeq2	200	1000	1	abundant	FPR
Corncob	200	1000	1	abundant	FPR
MaAsLin2	200	1000	1	abundant	FPR
AAnew	300	1000	1	abundant	FPR
wilcox	300	1000	1	abundant	FPR
LinDA	300	1000	1	abundant	FPR
MetagenomeSeq	300	1000	1	abundant	FPR
LEfSe	300	1000	1	abundant	FPR
edgeR	300	1000	1	abundant	FPR
ALDEx2_wi	300	1000	1	abundant	FPR
fastANCOM	300	1000	1	abundant	FPR
DACOMP	300	1000	1	abundant	FPR
ZicoSeq	300	1000	1	abundant	FPR
limma_voom	300	1000	1	abundant	FPR
DESeq2	300	1000	1	abundant	FPR
Corncob	300	1000	1	abundant	FPR
MaAsLin2	300	1000	1	abundant	FPR
AAnew	500	1000	1	abundant	FPR
wilcox	500	1000	1	abundant	FPR
LinDA	500	1000	1	abundant	FPR
MetagenomeSeq	500	1000	1	abundant	FPR
LEfSe	500	1000	1	abundant	FPR
edgeR	500	1000	1	abundant	FPR
ALDEx2_wi	500	1000	1	abundant	FPR
fastANCOM	500	1000	1	abundant	FPR
DACOMP	500	1000	1	abundant	FPR
ZicoSeq	500	1000	1	abundant	FPR
limma_voom	500	1000	1	abundant	FPR
DESeq2	500	1000	1	abundant	FPR
Corncob	500	1000	1	abundant	FPR
MaAsLin2	500	1000	1	abundant	FPR
AAnew	20	1000	2	abundant	FPR
wilcox	20	1000	2	abundant	FPR
LinDA	20	1000	2	abundant	FPR
MetagenomeSeq	20	1000	2	abundant	FPR
LEfSe	20	1000	2	abundant	FPR
edgeR	20	1000	2	abundant	FPR
ALDEx2_wi	20	1000	2	abundant	FPR
fastANCOM	20	1000	2	abundant	FPR
DACOMP	20	1000	2	abundant	FPR
ZicoSeq	20	1000	2	abundant	FPR
limma_voom	20	1000	2	abundant	FPR
DESeq2	20	1000	2	abundant	FPR
Corncob	20	1000	2	abundant	FPR
MaAsLin2	20	1000	2	abundant	FPR
AAnew	50	1000	2	abundant	FPR
wilcox	50	1000	2	abundant	FPR
LinDA	50	1000	2	abundant	FPR
MetagenomeSeq	50	1000	2	abundant	FPR
LEfSe	50	1000	2	abundant	FPR
edgeR	50	1000	2	abundant	FPR
ALDEx2_wi	50	1000	2	abundant	FPR
fastANCOM	50	1000	2	abundant	FPR
DACOMP	50	1000	2	abundant	FPR
ZicoSeq	50	1000	2	abundant	FPR
limma_voom	50	1000	2	abundant	FPR
DESeq2	50	1000	2	abundant	FPR
Corncob	50	1000	2	abundant	FPR
MaAsLin2	50	1000	2	abundant	FPR
AAnew	100	1000	2	abundant	FPR
wilcox	100	1000	2	abundant	FPR
LinDA	100	1000	2	abundant	FPR
MetagenomeSeq	100	1000	2	abundant	FPR
LEfSe	100	1000	2	abundant	FPR
edgeR	100	1000	2	abundant	FPR
ALDEx2_wi	100	1000	2	abundant	FPR
fastANCOM	100	1000	2	abundant	FPR
DACOMP	100	1000	2	abundant	FPR
ZicoSeq	100	1000	2	abundant	FPR
limma_voom	100	1000	2	abundant	FPR
DESeq2	100	1000	2	abundant	FPR
Corncob	100	1000	2	abundant	FPR
MaAsLin2	100	1000	2	abundant	FPR
AAnew	200	1000	2	abundant	FPR
wilcox	200	1000	2	abundant	FPR
LinDA	200	1000	2	abundant	FPR
MetagenomeSeq	200	1000	2	abundant	FPR
LEfSe	200	1000	2	abundant	FPR
edgeR	200	1000	2	abundant	FPR
ALDEx2_wi	200	1000	2	abundant	FPR
fastANCOM	200	1000	2	abundant	FPR
DACOMP	200	1000	2	abundant	FPR
ZicoSeq	200	1000	2	abundant	FPR
limma_voom	200	1000	2	abundant	FPR
DESeq2	200	1000	2	abundant	FPR
Corncob	200	1000	2	abundant	FPR
MaAsLin2	200	1000	2	abundant	FPR
AAnew	300	1000	2	abundant	FPR
wilcox	300	1000	2	abundant	FPR
LinDA	300	1000	2	abundant	FPR
MetagenomeSeq	300	1000	2	abundant	FPR
LEfSe	300	1000	2	abundant	FPR
edgeR	300	1000	2	abundant	FPR
ALDEx2_wi	300	1000	2	abundant	FPR
fastANCOM	300	1000	2	abundant	FPR
DACOMP	300	1000	2	abundant	FPR
ZicoSeq	300	1000	2	abundant	FPR
limma_voom	300	1000	2	abundant	FPR
DESeq2	300	1000	2	abundant	FPR
Corncob	300	1000	2	abundant	FPR
MaAsLin2	300	1000	2	abundant	FPR
AAnew	500	1000	2	abundant	FPR
wilcox	500	1000	2	abundant	FPR
LinDA	500	1000	2	abundant	FPR
MetagenomeSeq	500	1000	2	abundant	FPR
LEfSe	500	1000	2	abundant	FPR
edgeR	500	1000	2	abundant	FPR
ALDEx2_wi	500	1000	2	abundant	FPR
fastANCOM	500	1000	2	abundant	FPR
DACOMP	500	1000	2	abundant	FPR
ZicoSeq	500	1000	2	abundant	FPR
limma_voom	500	1000	2	abundant	FPR
DESeq2	500	1000	2	abundant	FPR
Corncob	500	1000	2	abundant	FPR
MaAsLin2	500	1000	2	abundant	FPR
AAnew	20	1000	5	abundant	FPR
wilcox	20	1000	5	abundant	FPR
LinDA	20	1000	5	abundant	FPR
MetagenomeSeq	20	1000	5	abundant	FPR
LEfSe	20	1000	5	abundant	FPR
edgeR	20	1000	5	abundant	FPR
ALDEx2_wi	20	1000	5	abundant	FPR
fastANCOM	20	1000	5	abundant	FPR
DACOMP	20	1000	5	abundant	FPR
ZicoSeq	20	1000	5	abundant	FPR
limma_voom	20	1000	5	abundant	FPR
DESeq2	20	1000	5	abundant	FPR
Corncob	20	1000	5	abundant	FPR
MaAsLin2	20	1000	5	abundant	FPR
AAnew	50	1000	5	abundant	FPR
wilcox	50	1000	5	abundant	FPR
LinDA	50	1000	5	abundant	FPR
MetagenomeSeq	50	1000	5	abundant	FPR
LEfSe	50	1000	5	abundant	FPR
edgeR	50	1000	5	abundant	FPR
ALDEx2_wi	50	1000	5	abundant	FPR
fastANCOM	50	1000	5	abundant	FPR
DACOMP	50	1000	5	abundant	FPR
ZicoSeq	50	1000	5	abundant	FPR
limma_voom	50	1000	5	abundant	FPR
DESeq2	50	1000	5	abundant	FPR
Corncob	50	1000	5	abundant	FPR
MaAsLin2	50	1000	5	abundant	FPR
AAnew	100	1000	5	abundant	FPR
wilcox	100	1000	5	abundant	FPR
LinDA	100	1000	5	abundant	FPR
MetagenomeSeq	100	1000	5	abundant	FPR
LEfSe	100	1000	5	abundant	FPR
edgeR	100	1000	5	abundant	FPR
ALDEx2_wi	100	1000	5	abundant	FPR
fastANCOM	100	1000	5	abundant	FPR
DACOMP	100	1000	5	abundant	FPR
ZicoSeq	100	1000	5	abundant	FPR
limma_voom	100	1000	5	abundant	FPR
DESeq2	100	1000	5	abundant	FPR
Corncob	100	1000	5	abundant	FPR
MaAsLin2	100	1000	5	abundant	FPR
AAnew	200	1000	5	abundant	FPR
wilcox	200	1000	5	abundant	FPR
LinDA	200	1000	5	abundant	FPR
MetagenomeSeq	200	1000	5	abundant	FPR
LEfSe	200	1000	5	abundant	FPR
edgeR	200	1000	5	abundant	FPR
ALDEx2_wi	200	1000	5	abundant	FPR
fastANCOM	200	1000	5	abundant	FPR
DACOMP	200	1000	5	abundant	FPR
ZicoSeq	200	1000	5	abundant	FPR
limma_voom	200	1000	5	abundant	FPR
DESeq2	200	1000	5	abundant	FPR
Corncob	200	1000	5	abundant	FPR
MaAsLin2	200	1000	5	abundant	FPR
AAnew	300	1000	5	abundant	FPR
wilcox	300	1000	5	abundant	FPR
LinDA	300	1000	5	abundant	FPR
MetagenomeSeq	300	1000	5	abundant	FPR
LEfSe	300	1000	5	abundant	FPR
edgeR	300	1000	5	abundant	FPR
ALDEx2_wi	300	1000	5	abundant	FPR
fastANCOM	300	1000	5	abundant	FPR
DACOMP	300	1000	5	abundant	FPR
ZicoSeq	300	1000	5	abundant	FPR
limma_voom	300	1000	5	abundant	FPR
DESeq2	300	1000	5	abundant	FPR
Corncob	300	1000	5	abundant	FPR
MaAsLin2	300	1000	5	abundant	FPR
AAnew	500	1000	5	abundant	FPR
wilcox	500	1000	5	abundant	FPR
LinDA	500	1000	5	abundant	FPR
MetagenomeSeq	500	1000	5	abundant	FPR
LEfSe	500	1000	5	abundant	FPR
edgeR	500	1000	5	abundant	FPR
ALDEx2_wi	500	1000	5	abundant	FPR
fastANCOM	500	1000	5	abundant	FPR
DACOMP	500	1000	5	abundant	FPR
ZicoSeq	500	1000	5	abundant	FPR
limma_voom	500	1000	5	abundant	FPR
DESeq2	500	1000	5	abundant	FPR
Corncob	500	1000	5	abundant	FPR
MaAsLin2	500	1000	5	abundant	FPR
AAnew	20	1000	10	abundant	FPR
wilcox	20	1000	10	abundant	FPR
LinDA	20	1000	10	abundant	FPR
MetagenomeSeq	20	1000	10	abundant	FPR
LEfSe	20	1000	10	abundant	FPR
edgeR	20	1000	10	abundant	FPR
ALDEx2_wi	20	1000	10	abundant	FPR
fastANCOM	20	1000	10	abundant	FPR
DACOMP	20	1000	10	abundant	FPR
ZicoSeq	20	1000	10	abundant	FPR
limma_voom	20	1000	10	abundant	FPR
DESeq2	20	1000	10	abundant	FPR
Corncob	20	1000	10	abundant	FPR
MaAsLin2	20	1000	10	abundant	FPR
AAnew	50	1000	10	abundant	FPR
wilcox	50	1000	10	abundant	FPR
LinDA	50	1000	10	abundant	FPR
MetagenomeSeq	50	1000	10	abundant	FPR
LEfSe	50	1000	10	abundant	FPR
edgeR	50	1000	10	abundant	FPR
ALDEx2_wi	50	1000	10	abundant	FPR
fastANCOM	50	1000	10	abundant	FPR
DACOMP	50	1000	10	abundant	FPR
ZicoSeq	50	1000	10	abundant	FPR
limma_voom	50	1000	10	abundant	FPR
DESeq2	50	1000	10	abundant	FPR
Corncob	50	1000	10	abundant	FPR
MaAsLin2	50	1000	10	abundant	FPR
AAnew	100	1000	10	abundant	FPR
wilcox	100	1000	10	abundant	FPR
LinDA	100	1000	10	abundant	FPR
MetagenomeSeq	100	1000	10	abundant	FPR
LEfSe	100	1000	10	abundant	FPR
edgeR	100	1000	10	abundant	FPR
ALDEx2_wi	100	1000	10	abundant	FPR
fastANCOM	100	1000	10	abundant	FPR
DACOMP	100	1000	10	abundant	FPR
ZicoSeq	100	1000	10	abundant	FPR
limma_voom	100	1000	10	abundant	FPR
DESeq2	100	1000	10	abundant	FPR
Corncob	100	1000	10	abundant	FPR
MaAsLin2	100	1000	10	abundant	FPR
AAnew	200	1000	10	abundant	FPR
wilcox	200	1000	10	abundant	FPR
LinDA	200	1000	10	abundant	FPR
MetagenomeSeq	200	1000	10	abundant	FPR
LEfSe	200	1000	10	abundant	FPR
edgeR	200	1000	10	abundant	FPR
ALDEx2_wi	200	1000	10	abundant	FPR
fastANCOM	200	1000	10	abundant	FPR
DACOMP	200	1000	10	abundant	FPR
ZicoSeq	200	1000	10	abundant	FPR
limma_voom	200	1000	10	abundant	FPR
DESeq2	200	1000	10	abundant	FPR
Corncob	200	1000	10	abundant	FPR
MaAsLin2	200	1000	10	abundant	FPR
AAnew	300	1000	10	abundant	FPR
wilcox	300	1000	10	abundant	FPR
LinDA	300	1000	10	abundant	FPR
MetagenomeSeq	300	1000	10	abundant	FPR
LEfSe	300	1000	10	abundant	FPR
edgeR	300	1000	10	abundant	FPR
ALDEx2_wi	300	1000	10	abundant	FPR
fastANCOM	300	1000	10	abundant	FPR
DACOMP	300	1000	10	abundant	FPR
ZicoSeq	300	1000	10	abundant	FPR
limma_voom	300	1000	10	abundant	FPR
DESeq2	300	1000	10	abundant	FPR
Corncob	300	1000	10	abundant	FPR
MaAsLin2	300	1000	10	abundant	FPR
AAnew	500	1000	10	abundant	FPR
wilcox	500	1000	10	abundant	FPR
LinDA	500	1000	10	abundant	FPR
MetagenomeSeq	500	1000	10	abundant	FPR
LEfSe	500	1000	10	abundant	FPR
edgeR	500	1000	10	abundant	FPR
ALDEx2_wi	500	1000	10	abundant	FPR
fastANCOM	500	1000	10	abundant	FPR
DACOMP	500	1000	10	abundant	FPR
ZicoSeq	500	1000	10	abundant	FPR
limma_voom	500	1000	10	abundant	FPR
DESeq2	500	1000	10	abundant	FPR
Corncob	500	1000	10	abundant	FPR
MaAsLin2	500	1000	10	abundant	FPR
AAnew	20	1000	1	rare	FPR
wilcox	20	1000	1	rare	FPR
LinDA	20	1000	1	rare	FPR
MetagenomeSeq	20	1000	1	rare	FPR
LEfSe	20	1000	1	rare	FPR
edgeR	20	1000	1	rare	FPR
ALDEx2_wi	20	1000	1	rare	FPR
fastANCOM	20	1000	1	rare	FPR
DACOMP	20	1000	1	rare	FPR
ZicoSeq	20	1000	1	rare	FPR
limma_voom	20	1000	1	rare	FPR
DESeq2	20	1000	1	rare	FPR
Corncob	20	1000	1	rare	FPR
MaAsLin2	20	1000	1	rare	FPR
AAnew	50	1000	1	rare	FPR
wilcox	50	1000	1	rare	FPR
LinDA	50	1000	1	rare	FPR
MetagenomeSeq	50	1000	1	rare	FPR
LEfSe	50	1000	1	rare	FPR
edgeR	50	1000	1	rare	FPR
ALDEx2_wi	50	1000	1	rare	FPR
fastANCOM	50	1000	1	rare	FPR
DACOMP	50	1000	1	rare	FPR
ZicoSeq	50	1000	1	rare	FPR
limma_voom	50	1000	1	rare	FPR
DESeq2	50	1000	1	rare	FPR
Corncob	50	1000	1	rare	FPR
MaAsLin2	50	1000	1	rare	FPR
AAnew	100	1000	1	rare	FPR
wilcox	100	1000	1	rare	FPR
LinDA	100	1000	1	rare	FPR
MetagenomeSeq	100	1000	1	rare	FPR
LEfSe	100	1000	1	rare	FPR
edgeR	100	1000	1	rare	FPR
ALDEx2_wi	100	1000	1	rare	FPR
fastANCOM	100	1000	1	rare	FPR
DACOMP	100	1000	1	rare	FPR
ZicoSeq	100	1000	1	rare	FPR
limma_voom	100	1000	1	rare	FPR
DESeq2	100	1000	1	rare	FPR
Corncob	100	1000	1	rare	FPR
MaAsLin2	100	1000	1	rare	FPR
AAnew	200	1000	1	rare	FPR
wilcox	200	1000	1	rare	FPR
LinDA	200	1000	1	rare	FPR
MetagenomeSeq	200	1000	1	rare	FPR
LEfSe	200	1000	1	rare	FPR
edgeR	200	1000	1	rare	FPR
ALDEx2_wi	200	1000	1	rare	FPR
fastANCOM	200	1000	1	rare	FPR
DACOMP	200	1000	1	rare	FPR
ZicoSeq	200	1000	1	rare	FPR
limma_voom	200	1000	1	rare	FPR
DESeq2	200	1000	1	rare	FPR
Corncob	200	1000	1	rare	FPR
MaAsLin2	200	1000	1	rare	FPR
AAnew	300	1000	1	rare	FPR
wilcox	300	1000	1	rare	FPR
LinDA	300	1000	1	rare	FPR
MetagenomeSeq	300	1000	1	rare	FPR
LEfSe	300	1000	1	rare	FPR
edgeR	300	1000	1	rare	FPR
ALDEx2_wi	300	1000	1	rare	FPR
fastANCOM	300	1000	1	rare	FPR
DACOMP	300	1000	1	rare	FPR
ZicoSeq	300	1000	1	rare	FPR
limma_voom	300	1000	1	rare	FPR
DESeq2	300	1000	1	rare	FPR
Corncob	300	1000	1	rare	FPR
MaAsLin2	300	1000	1	rare	FPR
AAnew	500	1000	1	rare	FPR
wilcox	500	1000	1	rare	FPR
LinDA	500	1000	1	rare	FPR
MetagenomeSeq	500	1000	1	rare	FPR
LEfSe	500	1000	1	rare	FPR
edgeR	500	1000	1	rare	FPR
ALDEx2_wi	500	1000	1	rare	FPR
fastANCOM	500	1000	1	rare	FPR
DACOMP	500	1000	1	rare	FPR
ZicoSeq	500	1000	1	rare	FPR
limma_voom	500	1000	1	rare	FPR
DESeq2	500	1000	1	rare	FPR
Corncob	500	1000	1	rare	FPR
MaAsLin2	500	1000	1	rare	FPR
AAnew	20	1000	2	rare	FPR
wilcox	20	1000	2	rare	FPR
LinDA	20	1000	2	rare	FPR
MetagenomeSeq	20	1000	2	rare	FPR
LEfSe	20	1000	2	rare	FPR
edgeR	20	1000	2	rare	FPR
ALDEx2_wi	20	1000	2	rare	FPR
fastANCOM	20	1000	2	rare	FPR
DACOMP	20	1000	2	rare	FPR
ZicoSeq	20	1000	2	rare	FPR
limma_voom	20	1000	2	rare	FPR
DESeq2	20	1000	2	rare	FPR
Corncob	20	1000	2	rare	FPR
MaAsLin2	20	1000	2	rare	FPR
AAnew	50	1000	2	rare	FPR
wilcox	50	1000	2	rare	FPR
LinDA	50	1000	2	rare	FPR
MetagenomeSeq	50	1000	2	rare	FPR
LEfSe	50	1000	2	rare	FPR
edgeR	50	1000	2	rare	FPR
ALDEx2_wi	50	1000	2	rare	FPR
fastANCOM	50	1000	2	rare	FPR
DACOMP	50	1000	2	rare	FPR
ZicoSeq	50	1000	2	rare	FPR
limma_voom	50	1000	2	rare	FPR
DESeq2	50	1000	2	rare	FPR
Corncob	50	1000	2	rare	FPR
MaAsLin2	50	1000	2	rare	FPR
AAnew	100	1000	2	rare	FPR
wilcox	100	1000	2	rare	FPR
LinDA	100	1000	2	rare	FPR
MetagenomeSeq	100	1000	2	rare	FPR
LEfSe	100	1000	2	rare	FPR
edgeR	100	1000	2	rare	FPR
ALDEx2_wi	100	1000	2	rare	FPR
fastANCOM	100	1000	2	rare	FPR
DACOMP	100	1000	2	rare	FPR
ZicoSeq	100	1000	2	rare	FPR
limma_voom	100	1000	2	rare	FPR
DESeq2	100	1000	2	rare	FPR
Corncob	100	1000	2	rare	FPR
MaAsLin2	100	1000	2	rare	FPR
AAnew	200	1000	2	rare	FPR
wilcox	200	1000	2	rare	FPR
LinDA	200	1000	2	rare	FPR
MetagenomeSeq	200	1000	2	rare	FPR
LEfSe	200	1000	2	rare	FPR
edgeR	200	1000	2	rare	FPR
ALDEx2_wi	200	1000	2	rare	FPR
fastANCOM	200	1000	2	rare	FPR
DACOMP	200	1000	2	rare	FPR
ZicoSeq	200	1000	2	rare	FPR
limma_voom	200	1000	2	rare	FPR
DESeq2	200	1000	2	rare	FPR
Corncob	200	1000	2	rare	FPR
MaAsLin2	200	1000	2	rare	FPR
AAnew	300	1000	2	rare	FPR
wilcox	300	1000	2	rare	FPR
LinDA	300	1000	2	rare	FPR
MetagenomeSeq	300	1000	2	rare	FPR
LEfSe	300	1000	2	rare	FPR
edgeR	300	1000	2	rare	FPR
ALDEx2_wi	300	1000	2	rare	FPR
fastANCOM	300	1000	2	rare	FPR
DACOMP	300	1000	2	rare	FPR
ZicoSeq	300	1000	2	rare	FPR
limma_voom	300	1000	2	rare	FPR
DESeq2	300	1000	2	rare	FPR
Corncob	300	1000	2	rare	FPR
MaAsLin2	300	1000	2	rare	FPR
AAnew	500	1000	2	rare	FPR
wilcox	500	1000	2	rare	FPR
LinDA	500	1000	2	rare	FPR
MetagenomeSeq	500	1000	2	rare	FPR
LEfSe	500	1000	2	rare	FPR
edgeR	500	1000	2	rare	FPR
ALDEx2_wi	500	1000	2	rare	FPR
fastANCOM	500	1000	2	rare	FPR
DACOMP	500	1000	2	rare	FPR
ZicoSeq	500	1000	2	rare	FPR
limma_voom	500	1000	2	rare	FPR
DESeq2	500	1000	2	rare	FPR
Corncob	500	1000	2	rare	FPR
MaAsLin2	500	1000	2	rare	FPR
AAnew	20	1000	5	rare	FPR
wilcox	20	1000	5	rare	FPR
LinDA	20	1000	5	rare	FPR
MetagenomeSeq	20	1000	5	rare	FPR
LEfSe	20	1000	5	rare	FPR
edgeR	20	1000	5	rare	FPR
ALDEx2_wi	20	1000	5	rare	FPR
fastANCOM	20	1000	5	rare	FPR
DACOMP	20	1000	5	rare	FPR
ZicoSeq	20	1000	5	rare	FPR
limma_voom	20	1000	5	rare	FPR
DESeq2	20	1000	5	rare	FPR
Corncob	20	1000	5	rare	FPR
MaAsLin2	20	1000	5	rare	FPR
AAnew	50	1000	5	rare	FPR
wilcox	50	1000	5	rare	FPR
LinDA	50	1000	5	rare	FPR
MetagenomeSeq	50	1000	5	rare	FPR
LEfSe	50	1000	5	rare	FPR
edgeR	50	1000	5	rare	FPR
ALDEx2_wi	50	1000	5	rare	FPR
fastANCOM	50	1000	5	rare	FPR
DACOMP	50	1000	5	rare	FPR
ZicoSeq	50	1000	5	rare	FPR
limma_voom	50	1000	5	rare	FPR
DESeq2	50	1000	5	rare	FPR
Corncob	50	1000	5	rare	FPR
MaAsLin2	50	1000	5	rare	FPR
AAnew	100	1000	5	rare	FPR
wilcox	100	1000	5	rare	FPR
LinDA	100	1000	5	rare	FPR
MetagenomeSeq	100	1000	5	rare	FPR
LEfSe	100	1000	5	rare	FPR
edgeR	100	1000	5	rare	FPR
ALDEx2_wi	100	1000	5	rare	FPR
fastANCOM	100	1000	5	rare	FPR
DACOMP	100	1000	5	rare	FPR
ZicoSeq	100	1000	5	rare	FPR
limma_voom	100	1000	5	rare	FPR
DESeq2	100	1000	5	rare	FPR
Corncob	100	1000	5	rare	FPR
MaAsLin2	100	1000	5	rare	FPR
AAnew	200	1000	5	rare	FPR
wilcox	200	1000	5	rare	FPR
LinDA	200	1000	5	rare	FPR
MetagenomeSeq	200	1000	5	rare	FPR
LEfSe	200	1000	5	rare	FPR
edgeR	200	1000	5	rare	FPR
ALDEx2_wi	200	1000	5	rare	FPR
fastANCOM	200	1000	5	rare	FPR
DACOMP	200	1000	5	rare	FPR
ZicoSeq	200	1000	5	rare	FPR
limma_voom	200	1000	5	rare	FPR
DESeq2	200	1000	5	rare	FPR
Corncob	200	1000	5	rare	FPR
MaAsLin2	200	1000	5	rare	FPR
AAnew	300	1000	5	rare	FPR
wilcox	300	1000	5	rare	FPR
LinDA	300	1000	5	rare	FPR
MetagenomeSeq	300	1000	5	rare	FPR
LEfSe	300	1000	5	rare	FPR
edgeR	300	1000	5	rare	FPR
ALDEx2_wi	300	1000	5	rare	FPR
fastANCOM	300	1000	5	rare	FPR
DACOMP	300	1000	5	rare	FPR
ZicoSeq	300	1000	5	rare	FPR
limma_voom	300	1000	5	rare	FPR
DESeq2	300	1000	5	rare	FPR
Corncob	300	1000	5	rare	FPR
MaAsLin2	300	1000	5	rare	FPR
AAnew	500	1000	5	rare	FPR
wilcox	500	1000	5	rare	FPR
LinDA	500	1000	5	rare	FPR
MetagenomeSeq	500	1000	5	rare	FPR
LEfSe	500	1000	5	rare	FPR
edgeR	500	1000	5	rare	FPR
ALDEx2_wi	500	1000	5	rare	FPR
fastANCOM	500	1000	5	rare	FPR
DACOMP	500	1000	5	rare	FPR
ZicoSeq	500	1000	5	rare	FPR
limma_voom	500	1000	5	rare	FPR
DESeq2	500	1000	5	rare	FPR
Corncob	500	1000	5	rare	FPR
MaAsLin2	500	1000	5	rare	FPR
AAnew	20	1000	10	rare	FPR
wilcox	20	1000	10	rare	FPR
LinDA	20	1000	10	rare	FPR
MetagenomeSeq	20	1000	10	rare	FPR
LEfSe	20	1000	10	rare	FPR
edgeR	20	1000	10	rare	FPR
ALDEx2_wi	20	1000	10	rare	FPR
fastANCOM	20	1000	10	rare	FPR
DACOMP	20	1000	10	rare	FPR
ZicoSeq	20	1000	10	rare	FPR
limma_voom	20	1000	10	rare	FPR
DESeq2	20	1000	10	rare	FPR
Corncob	20	1000	10	rare	FPR
MaAsLin2	20	1000	10	rare	FPR
AAnew	50	1000	10	rare	FPR
wilcox	50	1000	10	rare	FPR
LinDA	50	1000	10	rare	FPR
MetagenomeSeq	50	1000	10	rare	FPR
LEfSe	50	1000	10	rare	FPR
edgeR	50	1000	10	rare	FPR
ALDEx2_wi	50	1000	10	rare	FPR
fastANCOM	50	1000	10	rare	FPR
DACOMP	50	1000	10	rare	FPR
ZicoSeq	50	1000	10	rare	FPR
limma_voom	50	1000	10	rare	FPR
DESeq2	50	1000	10	rare	FPR
Corncob	50	1000	10	rare	FPR
MaAsLin2	50	1000	10	rare	FPR
AAnew	100	1000	10	rare	FPR
wilcox	100	1000	10	rare	FPR
LinDA	100	1000	10	rare	FPR
MetagenomeSeq	100	1000	10	rare	FPR
LEfSe	100	1000	10	rare	FPR
edgeR	100	1000	10	rare	FPR
ALDEx2_wi	100	1000	10	rare	FPR
fastANCOM	100	1000	10	rare	FPR
DACOMP	100	1000	10	rare	FPR
ZicoSeq	100	1000	10	rare	FPR
limma_voom	100	1000	10	rare	FPR
DESeq2	100	1000	10	rare	FPR
Corncob	100	1000	10	rare	FPR
MaAsLin2	100	1000	10	rare	FPR
AAnew	200	1000	10	rare	FPR
wilcox	200	1000	10	rare	FPR
LinDA	200	1000	10	rare	FPR
MetagenomeSeq	200	1000	10	rare	FPR
LEfSe	200	1000	10	rare	FPR
edgeR	200	1000	10	rare	FPR
ALDEx2_wi	200	1000	10	rare	FPR
fastANCOM	200	1000	10	rare	FPR
DACOMP	200	1000	10	rare	FPR
ZicoSeq	200	1000	10	rare	FPR
limma_voom	200	1000	10	rare	FPR
DESeq2	200	1000	10	rare	FPR
Corncob	200	1000	10	rare	FPR
MaAsLin2	200	1000	10	rare	FPR
AAnew	300	1000	10	rare	FPR
wilcox	300	1000	10	rare	FPR
LinDA	300	1000	10	rare	FPR
MetagenomeSeq	300	1000	10	rare	FPR
LEfSe	300	1000	10	rare	FPR
edgeR	300	1000	10	rare	FPR
ALDEx2_wi	300	1000	10	rare	FPR
fastANCOM	300	1000	10	rare	FPR
DACOMP	300	1000	10	rare	FPR
ZicoSeq	300	1000	10	rare	FPR
limma_voom	300	1000	10	rare	FPR
DESeq2	300	1000	10	rare	FPR
Corncob	300	1000	10	rare	FPR
MaAsLin2	300	1000	10	rare	FPR
AAnew	500	1000	10	rare	FPR
wilcox	500	1000	10	rare	FPR
LinDA	500	1000	10	rare	FPR
MetagenomeSeq	500	1000	10	rare	FPR
LEfSe	500	1000	10	rare	FPR
edgeR	500	1000	10	rare	FPR
ALDEx2_wi	500	1000	10	rare	FPR
fastANCOM	500	1000	10	rare	FPR
DACOMP	500	1000	10	rare	FPR
ZicoSeq	500	1000	10	rare	FPR
limma_voom	500	1000	10	rare	FPR
DESeq2	500	1000	10	rare	FPR
Corncob	500	1000	10	rare	FPR
MaAsLin2	500	1000	10	rare	FPR
AAnew	20	1000	1	mix	FPR
wilcox	20	1000	1	mix	FPR
LinDA	20	1000	1	mix	FPR
MetagenomeSeq	20	1000	1	mix	FPR
LEfSe	20	1000	1	mix	FPR
edgeR	20	1000	1	mix	FPR
ALDEx2_wi	20	1000	1	mix	FPR
fastANCOM	20	1000	1	mix	FPR
DACOMP	20	1000	1	mix	FPR
ZicoSeq	20	1000	1	mix	FPR
limma_voom	20	1000	1	mix	FPR
DESeq2	20	1000	1	mix	FPR
Corncob	20	1000	1	mix	FPR
MaAsLin2	20	1000	1	mix	FPR
AAnew	50	1000	1	mix	FPR
wilcox	50	1000	1	mix	FPR
LinDA	50	1000	1	mix	FPR
MetagenomeSeq	50	1000	1	mix	FPR
LEfSe	50	1000	1	mix	FPR
edgeR	50	1000	1	mix	FPR
ALDEx2_wi	50	1000	1	mix	FPR
fastANCOM	50	1000	1	mix	FPR
DACOMP	50	1000	1	mix	FPR
ZicoSeq	50	1000	1	mix	FPR
limma_voom	50	1000	1	mix	FPR
DESeq2	50	1000	1	mix	FPR
Corncob	50	1000	1	mix	FPR
MaAsLin2	50	1000	1	mix	FPR
AAnew	100	1000	1	mix	FPR
wilcox	100	1000	1	mix	FPR
LinDA	100	1000	1	mix	FPR
MetagenomeSeq	100	1000	1	mix	FPR
LEfSe	100	1000	1	mix	FPR
edgeR	100	1000	1	mix	FPR
ALDEx2_wi	100	1000	1	mix	FPR
fastANCOM	100	1000	1	mix	FPR
DACOMP	100	1000	1	mix	FPR
ZicoSeq	100	1000	1	mix	FPR
limma_voom	100	1000	1	mix	FPR
DESeq2	100	1000	1	mix	FPR
